Date,Open,High,Low,Close,Adj Close,Volume
1996-03-04,65.031250,65.968750,62.000000,63.500000,40.277687,4503400
1996-03-11,63.250000,64.812500,62.906250,64.125000,40.674145,5510800
1996-03-18,64.718750,65.937500,64.578125,65.156250,41.511810,3515500
1996-03-25,65.750000,65.812500,64.375000,64.687500,41.213173,4040400
1996-04-01,65.000000,65.718750,64.796875,65.515625,41.740791,2635100
1996-04-08,63.875000,64.640625,62.125000,63.718750,40.595966,6024900
1996-04-15,64.046875,64.859375,63.843750,64.531250,41.113617,3142900
1996-04-22,65.125000,65.812500,64.593750,65.437500,41.691010,2792100
1996-04-29,65.156250,65.796875,63.750000,64.312500,40.974255,3595100
1996-05-06,64.562500,65.593750,63.078125,65.375000,41.651173,4442800
1996-05-13,65.531250,67.312500,65.468750,67.187500,42.805946,2908000
1996-05-20,67.656250,68.437500,66.984375,68.171875,43.433121,3986300
1996-05-27,68.375000,68.375000,66.750000,66.875000,42.606857,2925300
1996-06-03,66.890625,68.500000,66.187500,67.625000,43.084667,3504300
1996-06-10,67.531250,68.031250,66.718750,66.937500,42.646660,5328300
1996-06-17,66.968750,67.218750,66.187500,66.812500,42.567051,4178800
1996-06-24,66.968750,67.500000,66.156250,67.109375,42.982727,3860400
1996-07-01,67.281250,67.703125,65.375000,65.578125,42.001980,2011900
1996-07-08,65.625000,65.984375,63.875000,64.562500,41.351479,5690000
1996-07-15,64.718750,64.718750,60.375000,63.968750,40.971195,10081300
1996-07-22,63.531250,63.937500,61.625000,63.718750,40.811073,7095100
1996-07-29,63.625000,66.593750,62.937500,66.562500,42.632458,6200300
1996-08-05,66.578125,66.765625,65.796875,66.218750,42.412300,3841900
1996-08-12,66.250000,66.875000,66.000000,66.843750,42.812603,3210900
1996-08-19,66.859375,67.343750,66.375000,66.859375,42.822598,2690400
1996-08-26,66.703125,67.000000,65.125000,65.328125,41.841866,3582800
1996-09-02,64.468750,66.750000,64.375000,65.937500,42.232132,4133700
1996-09-09,66.187500,68.625000,66.078125,68.562500,43.913433,4824700
1996-09-16,68.656250,69.156250,68.218750,68.640625,43.963459,3408800
1996-09-23,68.468750,69.250000,68.156250,68.687500,44.219906,4270700
1996-09-30,68.781250,70.343750,68.437500,70.343750,45.286156,2844900
1996-10-07,70.312500,70.687500,69.375000,70.312500,45.266048,3043600
1996-10-14,70.312500,71.312500,69.937500,71.218750,45.849476,3056900
1996-10-21,71.281250,71.625000,70.125000,70.312500,45.266048,3411600
1996-10-28,70.375000,71.156250,69.703125,70.593750,45.447105,3834300
1996-11-04,70.687500,73.437500,70.531250,73.421875,47.267822,6839400
1996-11-11,73.250000,74.500000,73.015625,74.031250,47.660137,4667400
1996-11-18,74.171875,75.250000,73.734375,75.171875,48.394424,4895600
1996-11-25,75.250000,76.687500,75.078125,76.015625,48.937607,6866000
1996-12-02,75.921875,76.578125,72.656250,74.312500,47.841187,10593000
1996-12-09,74.687500,75.671875,72.406250,73.312500,47.197407,9262600
1996-12-16,73.500000,75.718750,71.875000,74.843750,48.183182,9333600
1996-12-23,75.093750,76.031250,74.328125,75.875000,49.087132,3691400
1996-12-30,76.125000,76.125000,72.750000,75.093750,48.581734,6227300
1997-01-06,75.093750,76.250000,74.125000,76.125000,49.248878,7900500
1997-01-13,76.500000,77.750000,75.640625,77.562500,50.178860,7972100
1997-01-20,77.750000,79.687500,76.750000,76.750000,49.653217,10654400
1997-01-27,76.875000,79.406250,76.000000,78.406250,50.724728,12941600
1997-02-03,78.718750,79.468750,77.125000,79.218750,51.250389,8468600
1997-02-10,79.250000,81.562500,78.125000,81.187500,52.524052,8227400
1997-02-17,81.343750,82.000000,80.140625,80.375000,51.998417,4519500
1997-02-24,79.968750,81.531250,79.062500,79.156250,51.209930,8813300
1997-03-03,78.750000,81.156250,78.687500,80.843750,52.301643,7331700
1997-03-10,80.937500,81.796875,79.062500,79.687500,51.553638,6911900
1997-03-17,79.250000,80.109375,77.875000,78.437500,50.744946,10494800
1997-03-24,78.500000,79.968750,76.156250,77.000000,50.005718,8505200
1997-03-31,76.906250,77.125000,74.156250,75.843750,49.254829,16145200
1997-04-07,76.187500,77.046875,73.375000,73.375000,47.651566,13090200
1997-04-14,73.734375,77.000000,73.312500,76.562500,49.721611,12110300
1997-04-21,76.750000,78.281250,75.468750,76.531250,49.701328,12368200
1997-04-28,76.500000,81.671875,76.375000,81.437500,52.887547,11833900
1997-05-05,81.656250,83.562500,81.187500,82.625000,53.658741,13166400
1997-05-12,82.937500,84.593750,82.875000,83.218750,54.044338,9143300
1997-05-19,83.312500,85.218750,82.750000,84.781250,55.059052,5892200
1997-05-26,84.375000,85.562500,83.125000,85.156250,55.302582,5673700
1997-06-02,85.343750,86.437500,84.078125,86.375000,56.094086,6796200
1997-06-09,86.437500,90.000000,86.343750,89.718750,58.265587,11120900
1997-06-16,89.750000,90.500000,88.937500,89.578125,58.174274,8247200
1997-06-23,89.406250,90.250000,87.343750,88.906250,57.962769,18783300
1997-06-30,88.906250,92.156250,87.875000,92.062500,60.020527,8634800
1997-07-07,92.375000,92.500000,90.031250,91.781250,59.837173,14276500
1997-07-14,91.890625,94.093750,91.062500,91.296875,59.521336,14547500
1997-07-21,91.281250,94.812500,90.687500,94.031250,61.304035,17775500
1997-07-28,94.250000,96.031250,93.421875,94.937500,61.894878,19588000
1997-08-04,94.781250,96.625000,92.406250,93.375000,60.876179,17039400
1997-08-11,93.750000,94.546875,89.625000,89.781250,58.533237,27840500
1997-08-18,90.375000,94.312500,89.343750,92.562500,60.346466,26486700
1997-08-25,92.781250,93.406250,89.718750,90.375000,58.920338,20602500
1997-09-01,90.687500,94.437500,90.593750,93.140625,60.723366,16243500
1997-09-08,93.718750,94.281250,90.250000,92.656250,60.407593,20076300
1997-09-15,92.656250,96.375000,92.187500,95.031250,61.955971,17871300
1997-09-22,95.500000,96.203125,93.625000,94.468750,61.815212,18248500
1997-09-29,94.500000,97.750000,94.156250,96.640625,63.236328,18847500
1997-10-06,97.312500,98.500000,96.218750,96.875000,63.389729,15010000
1997-10-13,97.343750,97.546875,93.000000,94.281250,61.692482,24237100
1997-10-20,94.843750,97.500000,93.671875,94.000000,61.508472,28179800
1997-10-27,93.015625,93.937500,84.375000,92.062500,60.240692,57368700
1997-11-03,93.187500,95.281250,91.437500,92.937500,60.813202,28065700
1997-11-10,93.625000,93.843750,90.093750,93.062500,60.895004,28753100
1997-11-17,94.375000,96.812500,92.750000,96.750000,63.307911,23230600
1997-11-24,96.000000,96.343750,94.625000,95.625000,62.571785,13108000
1997-12-01,96.218750,99.000000,96.031250,98.937500,64.739281,16459600
1997-12-08,98.968750,99.000000,94.906250,95.750000,62.653568,17101800
1997-12-15,96.250000,97.875000,92.375000,94.781250,62.019646,23011100
1997-12-22,95.437500,95.906250,93.250000,93.781250,61.609531,12534300
1997-12-29,94.593750,97.656250,94.437500,97.562500,64.093597,12416400
1998-01-05,97.843750,98.437500,91.906250,92.312500,60.644619,25860700
1998-01-12,91.125000,96.687500,90.906250,96.312500,63.272408,28343400
1998-01-19,96.687500,98.015625,95.000000,95.937500,63.026062,20684800
1998-01-26,96.375000,99.562500,95.406250,98.312500,64.586296,27332500
1998-02-02,99.906250,101.625000,99.718750,101.625000,66.762444,22667300
1998-02-09,101.718750,102.937500,100.718750,102.000000,67.008820,17181800
1998-02-16,102.812500,103.718750,102.156250,103.656250,68.096878,13157700
1998-02-23,104.250000,105.531250,102.937500,105.125000,69.061760,16726900
1998-03-02,105.250000,105.937500,103.156250,105.937500,69.595551,26169900
1998-03-09,105.531250,108.000000,105.250000,107.093750,70.355156,18355000
1998-03-16,107.843750,110.187500,107.531250,109.875000,72.182297,15427700
1998-03-23,109.718750,111.531250,109.000000,109.625000,72.224983,18329100
1998-03-30,109.625000,112.812500,108.968750,112.593750,74.180885,19672700
1998-04-06,113.250000,113.375000,109.750000,111.187500,73.254387,19470200
1998-04-13,111.375000,112.437500,110.000000,112.281250,73.975014,24363200
1998-04-20,112.000000,113.437500,110.343750,110.812500,73.007332,26749300
1998-04-27,109.375000,112.593750,107.625000,112.593750,74.180885,41418000
1998-05-04,112.718750,113.312500,109.343750,111.125000,73.213264,30101100
1998-05-11,111.562500,112.687500,110.343750,111.031250,73.151459,27726600
1998-05-18,110.718750,112.781250,109.828125,111.250000,73.295555,27646200
1998-05-25,112.093750,112.093750,107.578125,109.031250,71.833771,26782100
1998-06-01,108.968750,112.000000,107.875000,112.000000,73.789742,34267900
1998-06-08,111.937500,113.062500,108.250000,110.437500,72.760269,30907700
1998-06-15,108.812500,111.781250,107.500000,110.062500,72.513252,37157100
1998-06-22,110.250000,114.437500,110.062500,113.687500,75.139847,29422700
1998-06-29,114.250000,114.937500,113.062500,114.843750,75.904060,17231600
1998-07-06,114.781250,116.937500,114.562500,116.468750,76.978050,29732300
1998-07-13,116.562500,119.000000,116.062500,118.562500,78.361900,28371300
1998-07-20,118.750000,119.234375,112.875000,114.093750,75.408371,44925700
1998-07-27,113.625000,115.000000,111.312500,111.781250,73.879959,45257500
1998-08-03,111.781250,112.421875,105.593750,109.125000,72.124336,72464700
1998-08-10,108.750000,109.656250,105.500000,106.125000,70.141548,49420900
1998-08-17,106.000000,111.093750,105.500000,108.562500,71.752571,49240700
1998-08-24,109.250000,111.250000,102.156250,103.375000,68.323967,74853400
1998-08-31,103.750000,104.015625,93.625000,97.750000,64.606216,96249900
1998-09-07,100.875000,103.125000,96.812500,101.687500,67.208641,67125300
1998-09-14,102.875000,105.250000,101.093750,102.093750,67.477158,50014000
1998-09-21,99.625000,107.000000,98.937500,104.250000,69.145630,51170100
1998-09-28,105.312500,106.312500,97.218750,100.718750,66.803497,55061700
1998-10-05,99.593750,101.281250,92.218750,98.531250,65.352577,73110200
1998-10-12,100.625000,107.250000,98.750000,106.000000,70.306381,61057200
1998-10-19,105.687500,108.796875,105.500000,106.843750,70.866020,46220600
1998-10-26,107.718750,110.906250,106.031250,110.000000,72.959419,41077300
1998-11-02,110.812500,114.562500,110.187500,114.125000,75.695435,33667300
1998-11-09,113.937500,114.250000,111.687500,113.218750,75.094315,42108300
1998-11-16,114.218750,116.750000,112.890625,116.625000,77.353577,30461600
1998-11-23,117.468750,119.718750,117.156250,119.500000,79.260452,21426400
1998-11-30,119.015625,119.375000,115.093750,118.375000,78.514328,47636300
1998-12-07,118.062500,119.750000,115.562500,117.125000,77.685234,33885300
1998-12-14,116.156250,119.125000,113.750000,118.500000,78.597191,38130000
1998-12-21,119.250000,123.250000,119.000000,122.687500,81.644981,23339900
1998-12-28,123.250000,124.750000,122.000000,123.312500,82.060936,21740600
1999-01-04,123.375000,128.500000,121.718750,127.750000,85.013939,36948400
1999-01-11,127.687500,127.687500,120.375000,124.375000,82.767952,45376100
1999-01-18,125.296875,127.937500,121.781250,122.562500,81.561806,27529300
1999-01-25,123.281250,128.296875,121.906250,127.656250,84.951569,31565200
1999-02-01,128.687500,128.687500,123.218750,124.062500,82.559990,44189200
1999-02-08,125.093750,126.093750,121.328125,123.625000,82.268867,44309200
1999-02-15,124.750000,125.750000,122.218750,124.250000,82.684784,29134700
1999-02-22,124.437500,128.843750,122.687500,123.562500,82.227303,46991800
1999-03-01,123.656250,128.125000,121.781250,127.546875,84.878723,44099600
1999-03-08,128.281250,131.187500,127.250000,129.375000,86.095322,28515800
1999-03-15,129.937500,132.625000,129.500000,129.687500,86.303291,23499000
1999-03-22,130.062500,130.593750,125.625000,128.562500,85.762146,33397800
1999-03-29,129.156250,131.609375,128.125000,129.343750,86.283302,26362500
1999-04-05,130.937500,135.500000,130.250000,134.875000,89.973145,27695900
1999-04-12,133.468750,136.468750,131.000000,131.531250,87.742538,47462500
1999-04-19,132.687500,136.750000,128.375000,135.812500,90.598511,38799500
1999-04-26,136.500000,137.500000,131.500000,133.250000,88.889091,35114200
1999-05-03,133.437500,135.843750,131.843750,135.000000,90.056519,53439200
1999-05-10,134.843750,138.000000,131.500000,133.781250,89.243500,39302300
1999-05-17,133.625000,135.593750,132.375000,133.343750,88.951660,30627700
1999-05-24,133.843750,133.843750,128.000000,130.203125,86.856598,59197700
1999-05-31,130.125000,133.359375,128.015625,133.218750,88.868271,29551000
1999-06-07,133.437500,134.187500,129.093750,129.812500,86.595970,37470000
1999-06-14,130.687500,135.562500,129.546875,134.312500,89.597870,31428100
1999-06-21,134.468750,135.250000,130.656250,131.703125,88.122406,33401900
1999-06-28,132.687500,139.500000,132.500000,139.406250,93.276573,42553500
1999-07-05,139.250000,140.750000,138.515625,140.500000,94.008400,24530100
1999-07-12,140.937500,142.156250,138.656250,141.812500,94.886604,20926500
1999-07-19,142.187500,142.250000,135.125000,135.750000,90.830193,28547900
1999-07-26,134.875000,137.312500,132.562500,132.750000,88.822899,27952300
1999-08-02,132.750000,134.750000,128.843750,130.375000,87.233780,35868500
1999-08-09,130.593750,133.250000,127.000000,133.156250,89.094749,36257100
1999-08-16,133.125000,134.843750,131.687500,133.906250,89.596535,23202300
1999-08-23,134.812500,138.781250,134.656250,135.062500,90.370193,31492300
1999-08-30,135.343750,136.500000,130.656250,135.968750,90.976547,43026700
1999-09-06,136.062500,136.625000,133.687500,135.875000,90.913849,19832700
1999-09-13,135.125000,135.468750,130.312500,133.750000,89.492012,36960900
1999-09-20,133.937500,134.000000,126.312500,127.750000,85.718140,51145200
1999-09-27,128.750000,129.750000,125.562500,128.468750,86.200417,44240000
1999-10-04,129.187500,133.875000,128.687500,133.875000,89.827911,44835700
1999-10-11,133.593750,134.125000,124.500000,124.875000,83.789078,48238300
1999-10-18,124.937500,131.218750,123.437500,130.093750,87.290741,51326100
1999-10-25,129.312500,137.687500,127.812500,137.000000,91.924736,41302200
1999-11-01,136.500000,139.109375,134.593750,137.875000,92.511902,33084700
1999-11-08,137.000000,139.984375,136.078125,139.750000,93.769913,32185500
1999-11-15,139.843750,143.000000,139.406250,142.500000,95.615135,28514400
1999-11-22,142.437500,143.000000,140.000000,141.437500,94.902237,16227000
1999-11-29,140.875000,145.343750,139.000000,143.843750,96.516838,38754500
1999-12-06,143.531250,143.718750,139.375000,141.875000,95.195755,30066500
1999-12-13,141.437500,143.312500,140.031250,142.687500,95.740982,27459200
1999-12-20,142.562500,146.484375,141.093750,146.484375,98.529869,23689200
1999-12-27,146.500000,147.562500,145.062500,146.875000,98.792610,16590500
2000-01-03,148.250000,148.250000,137.250000,145.750000,98.035896,42725700
2000-01-10,146.250000,147.468750,142.875000,146.968750,98.855675,32748700
2000-01-17,145.343750,147.000000,143.812500,144.437500,97.152992,24691300
2000-01-24,145.656250,145.843750,135.531250,135.875000,91.393669,45836400
2000-01-31,135.812500,144.000000,135.000000,142.593750,95.912926,38317400
2000-02-07,142.562500,144.562500,138.031250,138.687500,93.285492,35834100
2000-02-14,139.781250,141.218750,134.625000,135.312500,91.015335,45445900
2000-02-21,135.187500,137.468750,133.093750,133.328125,89.680573,56469300
2000-02-28,133.375000,141.718750,132.718750,141.125000,94.924980,48878800
2000-03-06,140.812500,142.000000,135.031250,140.125000,94.252335,57263100
2000-03-13,136.687500,148.000000,135.687500,146.937500,98.834587,64979500
2000-03-20,146.875000,155.750000,144.500000,153.562500,103.553307,57492300
2000-03-27,153.375000,153.781250,147.125000,150.375000,101.403839,40621500
2000-04-03,150.125000,153.000000,141.390625,151.437500,102.120354,48883000
2000-04-10,151.750000,153.109375,133.500000,136.000000,91.710251,71239600
2000-04-17,135.187500,145.125000,134.687500,143.812500,96.978539,50078700
2000-04-24,141.500000,148.750000,140.500000,145.093750,97.842514,59044900
2000-05-01,146.562500,148.484375,139.781250,143.531250,96.788887,43196900
2000-05-08,142.750000,143.468750,137.750000,142.812500,96.304176,34030200
2000-05-15,142.750000,147.718750,140.406250,141.125000,95.166260,29384700
2000-05-22,141.250000,141.812500,136.500000,138.000000,93.058891,42993000
2000-05-29,140.000000,149.093750,139.468750,147.843750,99.696960,29343000
2000-06-05,147.468750,148.218750,145.625000,146.593750,98.854004,25584900
2000-06-12,146.968750,148.875000,144.625000,146.593750,98.854004,28107200
2000-06-19,146.468750,149.156250,143.875000,144.375000,97.587074,27055700
2000-06-26,145.375000,146.984375,143.515625,145.281250,98.199600,28474400
